img_id,caption0,caption1,caption2,caption3,caption4
454477,a group of people sitting around a dining table with wine glasses on it,A group of people sitting around a table with wine and food.,This group of people are gathered together in a restaurant.,The people are waiting at the table for their dinner.,a family eating around a table drinking wine
405324,A woman posed for a picture while eating.,A young woman preparing to eat a club sandwich.,A woman getting ready to being eating her meal of a sandwich.,A smiling woman is sitting in front of a plate of food.,The girl has a plate with a sandwich on it.
126808,A doll and a plate of food on a table.,A doll dressed in black is shown next to a sandwich with fries on a plate.,there is a doll next to a plate of food,A toy doll staring at some food on a plate.,a doll sitting by a plate with a sandwich and fries on it 
479066,A man sits at a table with a bottle of wine and glasses in front of him,A bottle of wine is on a wooden table next to several glasses.,A man gazes wistfully at a bottle of wine with open hands on the label. ,A man sitting at a table with a bottle of booze.,A bottle of wine with a label showing two hands sits in front of a man at a table.
536417,a man has a blue toothbrush in his mouth,A man brushing his teeth with a tooth brush.,A man with a toothbrush in his mouth and uncombed hair takes a picture of himself at his computer desk.,A man is brushing his teeth near a laptop.,a man standing by a desk  with a toothbrush in his mouth
28517,A man and woman are giving each other ice cream.,a man and a woman feeding each other a piece of food at a dining table.,two people eating food at a table ,two people sitting next to each other while eating some food ,A man taking a bite of some food next to a woman.
520039,A woman with beautiful breast standing over a pizza with friends.,Three women stand and eat pizza in a kitchen ,Several people gathered around in the kitchen eating pizza.,A woman is preparing a handmade pizza while another girl eats a pizza slice.,Several women stand in a kitchen drinking and eating a homemade pizza.
126826,A half a pizza sitting on top of a pan.,A pizza on a plate wineglasses and another plate on a table.,PIZZA WITH LOTS OF INGREDIENTS AND SLICES MISSING,A sliced pizza with olives and greens with several pieces missing.,A pizza pie with various toppings on it missing a few slices. 
307061,A woman holding an object next to a girl boy and dog.,The children seem to be occupied with something else.,A woman holds video game controllers while her children sit in front of her.,a woman in a black top is playing a video game and two others,A woman and two children are inside their living room.
241527,A white plate topped with a dessert and a fork.,a close up of a plate of food with fruit and chocolate,A fork rests next to a half eaten dessert.,A desert with some fruit on a plate.,There is a piece of food on the plate
569214,A set of give glasses filled with wine.,Wine and a cheese plate are sitting on the table,A bunch of wine glasses are set next to cheese and crackers.,A line of wine glasses are shown with a plate of cheese.,a couple of cups that are next to a tray
323466,A dog is looking at a bottle of sake.,A dog looks at a bottle of champagne and dessert.,A dog standing by table with wine and cake on it.,A dog is looking up over a black table with cake.,A dog is looking at a table set with a mini birthday cake and wine.
143258,small breakfast table with OJ coffee and croisants,A pastry coffee and orange juice on a clear circular table.,A round glass table has coffee juice and rolls on it.,A croissant coffees and two glasses of orange juice on a tray.,A serving tray with breakfast foods on it.
315294,A smiling man sits across from two smiling women. ,Several people eating lunch together at a restaurant. ,a family eats out and enjoys dinner outside,Three people sharing a meal in a restaurant pose for a picture.,The three people are posing at the table together.
290720,A group of people grabbing sandwiches off a plate,A group of people grabbing sandwiches off of a yellow plate.,People reaching for sandwiches on a plate sitting on a countertop.,Children are reaching for bacon sandwiches on a plate.,A girl and man grabbing sandwiches off of a plate.
176038,A pizza sitting on a pizza pan on a table.,A DINING TABLE WITH A PIZZA PIE AND AND A GLASS OF DRINKS ,A pizza sitting on top of a pan next to a plate.,A pizza table with the linen written by kids in crayon.,Pizza beer and soda are on a table with a paper tablecloth. 
364455,three people standing and talking in a room next to a round table with a tablecloth with two people holding wine glasses.,A group of people standing in circle talking to each other.,A man standing by a table talking to two women.,Three people standing around table with a glass of wine.,A group of people drinking wine and conversing.
102311,some food is laying on a red and white plate,some food on a plate and a glass of wine,A plate with cauliflower salad corn and toast.,A plate full of food sitting on a table.,The plate of food has a salad and toast on it. 
520112,A man standing in front of a table. with glasses on it.,a couple of men posing with some wine glasses,A man in a plaid shirt talking in front of a group.,Two men are beside many clear glasses of wine.,a man stands in front of a table full of wine glasses
413623,Several people standing around with beverages in their hands.,A crowd of people enjoying drinks at the bar.,A man holds up a bottle of wine at a party.,People in a bar drinking from bottles and cups,Night time with a group of people drinking.
